recipe_name,extraction_day,extraction_time,cuisine_types,diets_types,macronutrients
Roasted Cauliflower Chowder recipes,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 44.63, 'carbs': 111.23, 'fat': 150.27}"
Paleo Ketchup,2022-10-16,17:25:20,['italian'],['paleo'],"{'protein': 15.8, 'carbs': 181.21, 'fat': 4.77}"
Hearty Chicken Salad recipes,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 144.26, 'carbs': 16.24, 'fat': 127.63}"
Homemade Apple Cider,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 6.37, 'carbs': 400.39, 'fat': 3.96}"
Paleo Dressing,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 22.74, 'carbs': 68.54, 'fat': 127.93}"
Paleo Salsa,2022-10-16,17:25:20,['mexican'],['paleo'],"{'protein': 15.03, 'carbs': 79.9, 'fat': 3.0}"
Paleo Jerky,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 251.76, 'carbs': 38.75, 'fat': 139.7}"
Paleo Blondies,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 109.85, 'carbs': 1343.97, 'fat': 1869.58}"
Paleo Spaghetti,2022-10-16,17:25:20,['italian'],['paleo'],"{'protein': 98.63, 'carbs': 65.37, 'fat': 65.28}"
Buffalo Chicken Casserole,2022-10-16,17:25:20,['american'],['paleo'],"{'protein': 193.01, 'carbs': 74.42, 'fat': 327.15}"
Paleo Paella,2022-10-16,17:25:27,['mediterranean'],['paleo'],"{'protein': 228.68, 'carbs': 66.4, 'fat': 163.41}"
Citrus Basil Mojito Pops,2022-10-16,17:25:27,['caribbean'],['paleo'],"{'protein': 2.65, 'carbs': 44.27, 'fat': 0.75}"
Chili Lime Cream Grilled Chicken recipes,2022-10-16,17:25:27,['american'],['paleo'],"{'protein': 310.17, 'carbs': 22.85, 'fat': 129.07}"
Paleo Calamari,2022-10-16,17:25:27,['italian'],['paleo'],"{'protein': 37.6, 'carbs': 30.65, 'fat': 877.4}"
"Creamy Balsamic Salad Dressing - Easy, Creamy and Real recipes",2022-10-16,17:25:27,['mediterranean'],['paleo'],"{'protein': 0.1, 'carbs': 2.12, 'fat': 44.59}"
Waldorf Salad recipes,2022-10-16,17:25:27,['american'],['paleo'],"{'protein': 46.42, 'carbs': 75.17, 'fat': 187.33}"
Orange Chocolate Pudding,2022-10-16,17:25:27,['british'],['paleo'],"{'protein': 33.68, 'carbs': 195.5, 'fat': 155.13}"
Garlic Mashed Sweet Potatoes With Spinach recipes,2022-10-16,17:25:27,['american'],['paleo'],"{'protein': 25.05, 'carbs': 200.19, 'fat': 30.7}"
Fruit Salsa,2022-10-16,17:25:27,['mexican'],['paleo'],"{'protein': 7.67, 'carbs': 124.25, 'fat': 2.88}"
Thai Red Curry,2022-10-16,17:25:27,['south east asian'],['paleo'],"{'protein': 110.25, 'carbs': 128.45, 'fat': 106.7}"
Low Carb Cauliflower Potato Salad recipes,2022-10-16,17:25:27,['american'],['paleo'],"{'protein': 26.18, 'carbs': 74.5, 'fat': 62.8}"
Paleo Chili,2022-10-16,17:25:27,['american'],['paleo'],"{'protein': 305.91, 'carbs': 139.01, 'fat': 356.15}"
Golden Paleo Muffins – Gluten-Free/Paleo/Vegetarian,2022-10-16,17:25:27,['american'],['paleo'],"{'protein': 32.46, 'carbs': 254.97, 'fat': 51.28}"
Creamy Shaved Brussels Sprouts and Apple Salad recipes,2022-10-16,17:25:33,['italian'],['paleo'],"{'protein': 27.78, 'carbs': 119.44, 'fat': 158.77}"
Whole30 Tuna Salad,2022-10-16,17:25:33,['american'],['paleo'],"{'protein': 29.18, 'carbs': 38.85, 'fat': 17.77}"
Paleo Lasagna,2022-10-16,17:25:33,['italian'],['paleo'],"{'protein': 199.07, 'carbs': 166.7, 'fat': 292.21}"
Low Carb Cauliflower Potato Salad,2022-10-16,17:25:33,['american'],['paleo'],"{'protein': 34.18, 'carbs': 36.49, 'fat': 119.11}"
Creamy Balsamic Dressing Recipe,2022-10-16,17:25:33,['italian'],['paleo'],"{'protein': 2.05, 'carbs': 14.4, 'fat': 130.22}"
Beef Stir-fry with Snow Peas and Mushrooms recipes,2022-10-16,17:25:33,['chinese'],['paleo'],"{'protein': 117.89, 'carbs': 113.86, 'fat': 57.65}"
Baked Sesame Ginger Chicken recipes,2022-10-16,17:25:33,['chinese'],['paleo'],"{'protein': 356.6, 'carbs': 31.62, 'fat': 198.75}"
Genoise-Style Paleo Tiramisu ~ The Paleo Mom,2022-10-16,17:25:33,['italian'],['paleo'],"{'protein': 25.73, 'carbs': 158.9, 'fat': 188.95}"
Sweet Potato Tater Tots,2022-10-16,17:25:33,['american'],['paleo'],"{'protein': 16.02, 'carbs': 205.34, 'fat': 117.83}"
Paleo Middle Eastern Meatballs (Paleo Kibbeh) recipes,2022-10-16,17:25:33,['middle eastern'],['paleo'],"{'protein': 102.17, 'carbs': 18.57, 'fat': 49.56}"
Orange Dressing/Vinaigrette,2022-10-16,17:25:33,['mediterranean'],['paleo'],"{'protein': 8.69, 'carbs': 163.48, 'fat': 574.6}"
"Low Carb Nut Free English Muffins (Grain Free, Gluten Free)",2022-10-16,17:25:33,['british'],['paleo'],"{'protein': 33.89, 'carbs': 22.3, 'fat': 121.33}"
Beef Stir-fry with Snow Peas and Mushrooms,2022-10-16,17:25:33,['british'],['paleo'],"{'protein': 12.1, 'carbs': 45.68, 'fat': 1.06}"
Raw Vegan Collard Wraps,2022-10-16,17:25:40,['american'],['paleo'],"{'protein': 22.88, 'carbs': 56.46, 'fat': 107.24}"
Chicken Avocado Burgers recipes,2022-10-16,17:25:40,['nordic'],['paleo'],"{'protein': 93.27, 'carbs': 33.54, 'fat': 92.44}"
Creamy Whole30 Avocado Tuna Boats,2022-10-16,17:25:40,['mediterranean'],['paleo'],"{'protein': 41.82, 'carbs': 57.75, 'fat': 94.29}"
Sweet and Sticky Mango Chutney Chicken,2022-10-16,17:25:40,['indian'],['paleo'],"{'protein': 256.98, 'carbs': 93.99, 'fat': 261.35}"
Barbecue Chicken Pizza-ii,2022-10-16,17:25:40,['italian'],['paleo'],"{'protein': 91.36, 'carbs': 208.4, 'fat': 50.82}"
The Paleo Pasty,2022-10-16,17:25:40,['eastern europe'],['paleo'],"{'protein': 99.39, 'carbs': 192.8, 'fat': 125.8}"
Peanut Butter Chocolate Chunk Blondies recipes,2022-10-16,17:25:40,['american'],['paleo'],"{'protein': 68.82, 'carbs': 231.05, 'fat': 229.81}"
Green Goddess Turkey Burgers recipes,2022-10-16,17:25:40,['american'],['paleo'],"{'protein': 138.81, 'carbs': 4.66, 'fat': 98.06}"
Cassava Flour Chocolate Mayonnaise Cake,2022-10-16,17:25:40,['american'],['paleo'],"{'protein': 11.04, 'carbs': 422.58, 'fat': 237.46}"
Paleo Pizza with a Paleo Pizza Crust recipes,2022-10-16,17:25:40,['italian'],['paleo'],"{'protein': 105.31, 'carbs': 114.29, 'fat': 180.78}"
Shoyu Ahi Poke recipes,2022-10-16,17:25:40,['japanese'],['paleo'],"{'protein': 111.82, 'carbs': 11.58, 'fat': 6.85}"
Dairy-free Chunky Ice Cream,2022-10-16,17:25:40,['american'],['paleo'],"{'protein': 18.19, 'carbs': 175.0, 'fat': 123.11}"
Honey Mustard Salmon,2022-10-16,17:25:40,['nordic'],['paleo'],"{'protein': 27.68, 'carbs': 63.22, 'fat': 418.12}"
Five C Spiced Salmon recipes,2022-10-16,17:25:40,['nordic'],['paleo'],"{'protein': 324.33, 'carbs': 4.57, 'fat': 270.7}"
Dark & Stormy Date Caramels,2022-10-16,17:25:40,['french'],['paleo'],"{'protein': 34.02, 'carbs': 119.1, 'fat': 137.32}"
Keto Fried Fish,2022-10-16,17:25:40,['south east asian'],['paleo'],"{'protein': 110.93, 'carbs': 20.28, 'fat': 53.53}"
Paleo Salmon Cakes,2022-10-16,17:25:47,['nordic'],['paleo'],"{'protein': 110.13, 'carbs': 12.03, 'fat': 50.63}"
Broccoli and bacon salad,2022-10-16,17:25:47,['american'],['paleo'],"{'protein': 66.61, 'carbs': 142.18, 'fat': 186.51}"
Ground Beef Skillet with Pesto and Greens (Low-FODMAP),2022-10-16,17:25:47,['british'],['paleo'],"{'protein': 89.94, 'carbs': 10.84, 'fat': 58.45}"
Sweet and Spicy Asian-style Eggplant,2022-10-16,17:25:47,['south east asian'],['paleo'],"{'protein': 28.24, 'carbs': 153.01, 'fat': 34.26}"
French Onion Dip recipes,2022-10-16,17:25:47,['american'],['paleo'],"{'protein': 15.14, 'carbs': 44.77, 'fat': 303.62}"
Berry Chocolate (Antioxidant) Heaven,2022-10-16,17:25:47,['american'],['paleo'],"{'protein': 29.87, 'carbs': 352.58, 'fat': 92.19}"
Chocolate Ice Cream - That's Dairy AND (Added) Sugar Free,2022-10-16,17:25:47,['american'],['paleo'],"{'protein': 17.09, 'carbs': 98.33, 'fat': 27.65}"
Chocolate Tiramisu (Grain-Free) recipes,2022-10-16,17:25:47,['italian'],['paleo'],"{'protein': 44.35, 'carbs': 370.33, 'fat': 265.2}"
"Strawberry (Heart Berry) Sponge Cake with Swiss Meringue and Coconut Cream (Grain Free, Dairy Free) recipes",2022-10-16,17:25:47,['british'],['paleo'],"{'protein': 73.61, 'carbs': 215.65, 'fat': 194.58}"
CHORIZO BURGER WITH CUCUMBER SLAW recipes,2022-10-16,17:25:47,['mediterranean'],['paleo'],"{'protein': 146.06, 'carbs': 23.64, 'fat': 205.89}"
Paleo Steak and Kidney Pie ~ The Paleo Mom,2022-10-16,17:25:47,['american'],['paleo'],"{'protein': 398.01, 'carbs': 82.5, 'fat': 282.32}"
Paleo Pizza Crust,2022-10-16,17:25:47,['italian'],['paleo'],"{'protein': 34.22, 'carbs': 27.58, 'fat': 82.33}"
Salisbury Steak Meatballs,2022-10-16,17:25:47,['british'],['paleo'],"{'protein': 145.56, 'carbs': 62.05, 'fat': 169.76}"
Paleo Graham Crackers,2022-10-16,17:25:47,['american'],['paleo'],"{'protein': 37.62, 'carbs': 65.86, 'fat': 83.96}"
Pecan and Apple Stuffed Acorn Squash recipes,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 14.02, 'carbs': 89.14, 'fat': 100.92}"
"Chicken Salad With Grapes, Apples And Cranberries recipe recipes",2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 101.36, 'carbs': 118.91, 'fat': 252.23}"
Paleo Persimmon Pie,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 38.48, 'carbs': 518.49, 'fat': 227.16}"
Paleo Stir Fry,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 24.43, 'carbs': 22.43, 'fat': 8.06}"
Keto Strawberry Ice Cream,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 29.56, 'carbs': 52.43, 'fat': 291.93}"
Paleo Lemon Tarts,2022-10-16,17:25:54,['french'],['paleo'],"{'protein': 38.77, 'carbs': 126.1, 'fat': 64.78}"
Chocolate Chia Seed Pudding,2022-10-16,17:25:54,['british'],['paleo'],"{'protein': 13.65, 'carbs': 68.33, 'fat': 92.25}"
Braised Cube Steak with Onion Gravy (AIP) recipes,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 22.12, 'carbs': 875.89, 'fat': 54.93}"
No Bake Almond Butter Bars (Low Carb and Gluten Free) recipes,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 92.22, 'carbs': 286.7, 'fat': 321.2}"
Paleo Lunch “Buns,2022-10-16,17:25:54,['italian'],['paleo'],"{'protein': 5.04, 'carbs': 227.0, 'fat': 1.45}"
Parmesan Herb Chicken (Grain Free and Low Carb) recipes,2022-10-16,17:25:54,['italian'],['paleo'],"{'protein': 166.91, 'carbs': 3.84, 'fat': 72.13}"
Blueberry Crumble (Gluten-free & Sugar-free) recipes,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 60.03, 'carbs': 135.78, 'fat': 188.85}"
Roasted Garlic Mashed Potatoes recipes,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 25.2, 'carbs': 63.62, 'fat': 10.39}"
Healthy Coconut Meringue Parfait recipes,2022-10-16,17:25:54,['french'],['paleo'],"{'protein': 63.04, 'carbs': 161.99, 'fat': 13.34}"
Keto Waldorf Salad,2022-10-16,17:25:54,['american'],['paleo'],"{'protein': 6.74, 'carbs': 27.28, 'fat': 63.62}"
Grilled Asian Style Wild Alaskan Black Cod recipes,2022-10-16,17:26:00,['japanese'],['paleo'],"{'protein': 44.95, 'carbs': 39.22, 'fat': 6.89}"
Korean Beef Cauliflower Rice Bowls,2022-10-16,17:26:00,['mediterranean'],['paleo'],"{'protein': 190.89, 'carbs': 158.68, 'fat': 234.05}"
Paleo Zucchini Spaghetti,2022-10-16,17:26:00,['italian'],['paleo'],"{'protein': 4.74, 'carbs': 12.19, 'fat': 14.75}"
Chicken Jicama Slaw,2022-10-16,17:26:00,['mexican'],['paleo'],"{'protein': 112.36, 'carbs': 32.53, 'fat': 118.16}"
Paleo Acorn Squash,2022-10-16,17:26:00,['french'],['paleo'],"{'protein': 3.57, 'carbs': 68.92, 'fat': 11.95}"
Paleo Coffee Creamer,2022-10-16,17:26:00,['french'],['paleo'],"{'protein': 19.37, 'carbs': 14.12, 'fat': 98.57}"
"Paleo chocolate barks, a.k.a. Paleo turr&o",2022-10-16,17:26:00,['american'],['paleo'],"{'protein': 23.75, 'carbs': 84.18, 'fat': 191.43}"
Paleo Flour Tortillas (AIP-friendly!) ~ The Paleo Mom,2022-10-16,17:26:00,['mexican'],['paleo'],"{'protein': 0.0, 'carbs': 150.22, 'fat': 81.0}"
Paleo Carrot Cake,2022-10-16,17:26:00,['british'],['paleo'],"{'protein': 130.64, 'carbs': 371.78, 'fat': 327.27}"
"Low Carb Red Cabbage, Mint, and Granny Smi",2022-10-16,17:26:07,['american'],['paleo'],"{'protein': 9.8, 'carbs': 75.41, 'fat': 56.01}"
Sweet Potato Tater Tots,2022-10-16,17:26:07,['american'],['paleo'],"{'protein': 16.02, 'carbs': 205.34, 'fat': 102.76}"
Bacon Burger Cauliflower Rice Casserole recipes,2022-10-16,17:26:07,['american'],['paleo'],"{'protein': 125.01, 'carbs': 32.77, 'fat': 183.92}"
Mediterranean Eggs Paleo,2022-10-16,17:26:07,['mediterranean'],['paleo'],"{'protein': 12.24, 'carbs': 9.38, 'fat': 23.7}"
Paleo Banana Bread,2022-10-16,17:26:07,['american'],['paleo'],"{'protein': 54.23, 'carbs': 233.84, 'fat': 97.63}"
Paleo Coconut Crepes,2022-10-16,17:26:07,['french'],['paleo'],"{'protein': 14.04, 'carbs': 9.69, 'fat': 2.72}"
Easy Paleo Meatballs,2022-10-16,17:26:07,['french'],['paleo'],"{'protein': 78.6, 'carbs': 2.96, 'fat': 90.8}"
Paleo Apple Tart,2022-10-16,17:26:07,['french'],['paleo'],"{'protein': 9.15, 'carbs': 249.27, 'fat': 59.68}"
Paleo Birthday Cake,2022-10-16,17:26:07,['american'],['paleo'],"{'protein': 71.98, 'carbs': 200.17, 'fat': 163.98}"
PALEO HASH BROWNS,2022-10-16,17:26:14,['south american'],['paleo'],"{'protein': 4.65, 'carbs': 114.17, 'fat': 36.32}"
Roasted Beet and Micro Kale Egg White Frittata,2022-10-16,17:26:14,['italian'],['paleo'],"{'protein': 38.18, 'carbs': 20.35, 'fat': 40.72}"
Chipotle Pulled Pork Stuffed Potatoes with Creamy Coleslaw recipes,2022-10-16,17:26:14,['american'],['paleo'],"{'protein': 32.47, 'carbs': 235.85, 'fat': 91.26}"
Paleo Hamburger Buns,2022-10-16,17:26:14,['american'],['paleo'],"{'protein': 14.22, 'carbs': 74.17, 'fat': 20.04}"
Paleo Roasted Asparagus,2022-10-16,17:26:14,['nordic'],['paleo'],"{'protein': 9.98, 'carbs': 17.6, 'fat': 13.32}"
Paleo Peach Crumble,2022-10-16,17:26:14,['eastern europe'],['paleo'],"{'protein': 44.9, 'carbs': 261.29, 'fat': 181.17}"
Paleo Pesto recipes,2022-10-16,17:26:14,['italian'],['paleo'],"{'protein': 12.89, 'carbs': 18.24, 'fat': 146.76}"
Paleo Sausage Balls,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 104.42, 'carbs': 60.32, 'fat': 234.14}"
Paleo Pumpkin Pie,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 42.95, 'carbs': 329.53, 'fat': 179.46}"
Paleo Meat Loaf,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 97.33, 'carbs': 60.44, 'fat': 97.57}"
Paleo Birthday Cake,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 51.4, 'carbs': 346.93, 'fat': 234.62}"
Paleo Vanilla Custard,2022-10-16,17:26:21,['italian'],['paleo'],"{'protein': 27.29, 'carbs': 65.95, 'fat': 103.42}"
Parmesan Herb Chicken (Grain Free and Low Carb),2022-10-16,17:26:21,['italian'],['paleo'],"{'protein': 166.91, 'carbs': 3.84, 'fat': 72.13}"
Paleo Baked Tuna Cakes - Paleo and Gluten-Free,2022-10-16,17:26:21,['mediterranean'],['paleo'],"{'protein': 105.58, 'carbs': 58.76, 'fat': 166.85}"
Mango Banana Vanilla Cream Pops,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 11.09, 'carbs': 71.03, 'fat': 97.12}"
Turkey Avocado Burgers,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 203.1, 'carbs': 149.26, 'fat': 333.28}"
Paleo Roti recipes,2022-10-16,17:26:21,['south east asian'],['paleo'],"{'protein': 16.54, 'carbs': 72.39, 'fat': 70.77}"
"Instant Pot Paleo Pumpkin Chili {Whole30, Paleo}",2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 92.49, 'carbs': 93.22, 'fat': 123.26}"
Strawberry Grapefruit Salad recipes,2022-10-16,17:26:21,['american'],['paleo'],"{'protein': 7.83, 'carbs': 63.3, 'fat': 29.81}"
Paleo Custard Bake,2022-10-16,17:26:21,['mediterranean'],['paleo'],"{'protein': 40.09, 'carbs': 48.85, 'fat': 114.16}"
Paleo Chicken Stew,2022-10-16,17:26:27,['american'],['paleo'],"{'protein': 131.55, 'carbs': 66.3, 'fat': 25.08}"
Paleo Eggplant Hummus,2022-10-16,17:26:27,['mediterranean'],['paleo'],"{'protein': 9.79, 'carbs': 47.87, 'fat': 9.76}"
Paleo Margaritas recipes,2022-10-16,17:26:27,['world'],['paleo'],"{'protein': 0.16, 'carbs': 14.07, 'fat': 0.02}"
Paleo Beef Jerkey,2022-10-16,17:26:27,['american'],['paleo'],"{'protein': 206.94, 'carbs': 104.79, 'fat': 47.42}"
Paleo Caramel Frappuccino,2022-10-16,17:26:27,['mediterranean'],['paleo'],"{'protein': 4.83, 'carbs': 10.41, 'fat': 8.02}"
Mango Salsa (Paleo),2022-10-16,17:26:27,['mexican'],['paleo'],"{'protein': 13.16, 'carbs': 144.64, 'fat': 32.84}"
Paleo Butterfingers recipes,2022-10-16,17:26:27,['french'],['paleo'],"{'protein': 4.35, 'carbs': 247.32, 'fat': 139.99}"
Paleo Carrot Hummus,2022-10-16,17:26:27,['mediterranean'],['paleo'],"{'protein': 8.4, 'carbs': 38.01, 'fat': 232.91}"
Paleo Shamrock Shake,2022-10-16,17:26:27,['american'],['paleo'],"{'protein': 7.82, 'carbs': 43.51, 'fat': 58.32}"
Summer Squash Noodles with Skinny Garlic Butter recipes,2022-10-16,17:26:34,['asian'],['paleo'],"{'protein': 9.62, 'carbs': 19.66, 'fat': 26.36}"
Summer Squash Tomato Bake,2022-10-16,17:26:34,['american'],['paleo'],"{'protein': 22.49, 'carbs': 72.05, 'fat': 38.26}"
Paleo Zuppa Toscana,2022-10-16,17:26:34,['italian'],['paleo'],"{'protein': 57.87, 'carbs': 253.19, 'fat': 103.32}"
Paleo Chocolate Mousse,2022-10-16,17:26:34,['french'],['paleo'],"{'protein': 40.91, 'carbs': 139.35, 'fat': 285.15}"
"Paleo ""Parmesan"" Cheese",2022-10-16,17:26:34,['italian'],['paleo'],"{'protein': 39.27, 'carbs': 40.29, 'fat': 71.93}"
Healthy Fettuccine Alfredo recipes,2022-10-16,17:26:34,['italian'],['paleo'],"{'protein': 14.78, 'carbs': 65.85, 'fat': 29.75}"
Paleo Tortilla Chips,2022-10-16,17:26:34,['american'],['paleo'],"{'protein': 17.17, 'carbs': 67.44, 'fat': 76.21}"
Paleo strawberry icecream,2022-10-16,17:26:34,['italian'],['paleo'],"{'protein': 26.36, 'carbs': 168.28, 'fat': 195.15}"
Paleo Cheese recipes,2022-10-16,17:26:34,['french'],['paleo'],"{'protein': 66.76, 'carbs': 64.6, 'fat': 63.44}"
Perfect Paleo Burger,2022-10-16,17:26:34,['american'],['paleo'],"{'protein': 7.33, 'carbs': 47.38, 'fat': 55.47}"
Killer Paleo Horseradish,2022-10-16,17:26:41,['american'],['paleo'],"{'protein': 2.83, 'carbs': 27.14, 'fat': 1.66}"
Paleo Peppermint Macaroons,2022-10-16,17:26:41,['french'],['paleo'],"{'protein': 11.77, 'carbs': 64.05, 'fat': 54.94}"
Sesame Orange Vinaigrette,2022-10-16,17:26:41,['chinese'],['paleo'],"{'protein': 5.61, 'carbs': 46.24, 'fat': 58.25}"
Paleo Chicken Marsala,2022-10-16,17:26:41,['italian'],['paleo'],"{'protein': 149.53, 'carbs': 27.82, 'fat': 148.35}"
Weight Watchers Beef Stew,2022-10-16,17:26:41,['french'],['paleo'],"{'protein': 275.18, 'carbs': 230.52, 'fat': 62.63}"
Paleo Grilled Salmon,2022-10-16,17:26:41,['nordic'],['paleo'],"{'protein': 197.13, 'carbs': 7.3, 'fat': 57.9}"
Paleo Chocolate Pudding,2022-10-16,17:26:41,['british'],['paleo'],"{'protein': 11.97, 'carbs': 127.01, 'fat': 58.87}"
Paleo Gnocchi recipes,2022-10-16,17:26:41,['italian'],['paleo'],"{'protein': 6.22, 'carbs': 102.72, 'fat': 3.7}"
Paleo pumpkin pie,2022-10-16,17:26:41,['american'],['paleo'],"{'protein': 78.68, 'carbs': 305.74, 'fat': 389.01}"
Tropical Paleo Popsicles,2022-10-16,17:26:41,['american'],['paleo'],"{'protein': 7.29, 'carbs': 80.99, 'fat': 2.69}"
"Paleo Steak Marinade (Paleo, GF + Sugar Free) recipes",2022-10-16,17:26:41,['american'],['paleo'],"{'protein': 2.9, 'carbs': 27.16, 'fat': 27.62}"
Paleo Kale Salmon,2022-10-16,17:26:48,['nordic'],['paleo'],"{'protein': 6.58, 'carbs': 10.28, 'fat': 63.92}"
Paleo Sandwich Thins,2022-10-16,17:26:48,['american'],['paleo'],"{'protein': 31.76, 'carbs': 91.98, 'fat': 24.72}"
Paleo Waldorf Salad,2022-10-16,17:26:48,['american'],['paleo'],"{'protein': 3.37, 'carbs': 64.06, 'fat': 91.21}"
Paleo Shrimp Scampi,2022-10-16,17:26:48,['chinese'],['paleo'],"{'protein': 298.21, 'carbs': 35.88, 'fat': 30.01}"
Paleo Chicken Marsala,2022-10-16,17:26:48,['italian'],['paleo'],"{'protein': 303.12, 'carbs': 28.89, 'fat': 81.2}"
Apricot Bites Paleo,2022-10-16,17:26:48,['french'],['paleo'],"{'protein': 6.74, 'carbs': 59.88, 'fat': 50.54}"
Paleo Spinach Crepes,2022-10-16,17:26:48,['italian'],['paleo'],"{'protein': 32.03, 'carbs': 90.8, 'fat': 30.21}"
PALEO CREPES recipes,2022-10-16,17:26:48,['french'],['paleo'],"{'protein': 31.86, 'carbs': 22.28, 'fat': 34.51}"
Moroccan Spice Blend,2022-10-16,17:26:48,['middle eastern'],['paleo'],"{'protein': 1.03, 'carbs': 6.36, 'fat': 1.02}"
Paleo Pumpkin Butter,2022-10-16,17:26:48,['american'],['paleo'],"{'protein': 2.84, 'carbs': 55.05, 'fat': 9.82}"
Paleo Tempura Asparagus,2022-10-16,17:26:48,['japanese'],['paleo'],"{'protein': 40.84, 'carbs': 30.73, 'fat': 146.81}"
Paleo Taco Soup,2022-10-16,17:26:48,['mexican'],['paleo'],"{'protein': 187.46, 'carbs': 30.42, 'fat': 23.91}"
Easy Chicken Marsala,2022-10-16,17:26:55,['italian'],['paleo'],"{'protein': 107.08, 'carbs': 36.05, 'fat': 48.9}"
Easy Paleo Ketchup,2022-10-16,17:26:55,['italian'],['paleo'],"{'protein': 7.52, 'carbs': 47.99, 'fat': 0.81}"
Paleo Hummus recipes,2022-10-16,17:26:55,['mediterranean'],['paleo'],"{'protein': 28.06, 'carbs': 49.03, 'fat': 93.44}"
Paleo Pumpkin Gnocchi,2022-10-16,17:26:55,['mediterranean'],['paleo'],"{'protein': 28.38, 'carbs': 154.13, 'fat': 79.81}"
Paleo Cauli Couscous,2022-10-16,17:26:55,['middle eastern'],['paleo'],"{'protein': 21.26, 'carbs': 71.22, 'fat': 24.81}"
Hawaiian Barbecue-Style Chicken Salad recipes,2022-10-16,17:26:55,['american'],['paleo'],"{'protein': 84.54, 'carbs': 210.42, 'fat': 89.07}"
Paleo Pumpkin Pie,2022-10-16,17:26:55,['american'],['paleo'],"{'protein': 76.56, 'carbs': 180.96, 'fat': 184.22}"
Paleo Chocolate Milk,2022-10-16,17:26:55,['british'],['paleo'],"{'protein': 26.79, 'carbs': 128.02, 'fat': 165.51}"
"Roasted Acorn Squash With Dates, Pumpkin Seeds And Goat Cheese",2022-10-16,17:26:55,['mediterranean'],['paleo'],"{'protein': 26.37, 'carbs': 221.01, 'fat': 51.73}"
Gluten Free Chocolate Zucchini Muffins recipes,2022-10-16,17:26:55,['mediterranean'],['paleo'],"{'protein': 69.91, 'carbs': 125.55, 'fat': 157.81}"
Easy Paleo Falafel,2022-10-16,17:26:55,['mediterranean'],['paleo'],"{'protein': 21.62, 'carbs': 32.57, 'fat': 64.66}"
Paleo Blueberry Mousse,2022-10-16,17:26:55,['french'],['paleo'],"{'protein': 53.13, 'carbs': 323.37, 'fat': 439.18}"
"Roasted Italian Sausages with Potatoes, Peppers, and Onions recipes",2022-10-16,17:26:55,['italian'],['paleo'],"{'protein': 46.3, 'carbs': 138.96, 'fat': 31.67}"
Green Sorbet (Paleo),2022-10-16,17:27:05,['mediterranean'],['paleo'],"{'protein': 7.16, 'carbs': 119.64, 'fat': 1.93}"
Paleo Carrot Souffle,2022-10-16,17:27:05,['american'],['paleo'],"{'protein': 32.67, 'carbs': 119.89, 'fat': 137.81}"
Paleo Chocolate Pudding,2022-10-16,17:27:05,['british'],['paleo'],"{'protein': 30.5, 'carbs': 91.77, 'fat': 123.75}"
Paleo Chicken Tenders,2022-10-16,17:27:05,['american'],['paleo'],"{'protein': 85.12, 'carbs': 81.13, 'fat': 103.53}"
Loco Coco (paleo),2022-10-16,17:27:05,['american'],['paleo'],"{'protein': 32.1, 'carbs': 84.86, 'fat': 183.44}"
Paleo Mini Quiche,2022-10-16,17:27:05,['french'],['paleo'],"{'protein': 88.06, 'carbs': 14.19, 'fat': 45.71}"
Apple Cider Poppyseed Salad recipes,2022-10-16,17:27:05,['mediterranean'],['paleo'],"{'protein': 22.75, 'carbs': 175.37, 'fat': 133.44}"
'PALEO' Pizza Base,2022-10-16,17:27:05,['italian'],['paleo'],"{'protein': 28.69, 'carbs': 131.07, 'fat': 105.15}"
Paleo Friendly Meatballs,2022-10-16,17:27:05,['nordic'],['paleo'],"{'protein': 114.89, 'carbs': 46.78, 'fat': 169.8}"
Paleo Fettuccine Alfredo,2022-10-16,17:27:05,['italian'],['paleo'],"{'protein': 36.18, 'carbs': 46.25, 'fat': 21.54}"
Paleo Mushroom Soup,2022-10-16,17:27:05,['french'],['paleo'],"{'protein': 11.95, 'carbs': 28.45, 'fat': 2.59}"
Paleo Thanksgiving Stuffing,2022-10-16,17:27:05,['american'],['paleo'],"{'protein': 27.7, 'carbs': 119.89, 'fat': 77.25}"
